timestamp;Equipamento;Tipo;Modelo;HEF;HTI;HAO;HOE;HOI;HTD;HMC;HAC;MPS;MPNS;Manutenção Corretiva;Manutenção Preventiva;Manutenção Total;Horas Trabalhadas;Horas Calendario;Producao;DF;UF;RO;Produtividade;Nº Corretivas;Nº Preventivas;Nº Manutenção;MTBF;MTTR;MTBS;MTTS
jan/22;TE2958;Trator (Esteira);Caterpillar D11R;1,2;116,9;0;0;60,4;10,3;3,2;0;0;0;3,2;0;3,2;128,4;192;;98,30%;68,00%;66,9;;2;0;2;64,2;1,6;64,2;1,6
jan/22;TE2959;Trator (Esteira);Caterpillar D11R;0;141,5;0;0;19,1;4,3;3;0;24;0;3;24;27;145,9;192;;85,90%;88,40%;76;;1;2;3;145,9;3;48,6;27
jan/22;TE2960;Trator (Esteira);Caterpillar D11R;0;166,5;0;0;20,7;0;4,8;0;0;0;4,8;0;4,8;166,5;192;;97,50%;88,90%;86,7;;2;0;2;83,2;2,4;83,2;2,4
jan/22;TE2963;Trator (Esteira);Caterpillar D11R;16;153,3;0;0;19,8;0;2,3;0;0,6;0;2,3;0,6;2,9;169,2;192;;98,50%;89,50%;88,1;;2;1;3;84,6;1,2;56,4;1,5
jan/22;TE2964;Trator (Esteira);Caterpillar D11R;0;181;0;0;10,4;0;0;0;0,6;0;0;0,6;0,6;181;192;;99,70%;94,60%;94,3;;0;1;1;0;0;181;0
jan/22;TE2961;Trator (Esteira);Caterpillar D11R;0;174;0;0;18;0;0;0;0;0;0;0;0;174;192;;100,00%;90,60%;90,6;;;;;0;0;0;0
jan/22;TE2953;Trator (Esteira);Caterpillar D11R;0;174,7;0;0;17,3;0;0;0;0;0;0;0;0;174,7;192;;100,00%;91,00%;91;;;;;0;0;0;0
dez/21;PT3112;Patrol;Patrol 24M;0;565,7;0;0,1;33,6;0;92,4;0;25,1;27,1;92,4;52,2;144,6;565,7;744;;80,60%;94,40%;76;;23;7;30;24,6;4;18,9;6,3
dez/21;PT3114;Patrol;Patrol 24M;0;0;0;0;0;0;0;0;744;0;0;744;744;0;744;;0,00%;0,00%;0;;0;1;1;0;0;0;0
dez/21;PT3115;Patrol;Patrol 24M;6,6;540,8;0;0,2;28,3;0;89,6;4,4;56,5;17,7;93,9;74,2;168,1;547,4;744;;77,40%;95,10%;73,6;;15;7;22;36,5;6,3;24,9;11,2
dez/21;PT3116;Patrol;Patrol 24M;0;536,5;0;9;30,9;0;59,8;0;26,4;81,4;59,8;107,8;167,5;536,5;744;;77,50%;93,10%;72,1;;13;5;18;41,3;4,6;29,8;12,9
dez/21;PT3117;Patrol;Patrol 24M;0;320,9;0;2,5;58,5;11,9;101;0;243,2;5,9;101;249,1;350,1;332,9;744;;52,90%;84,50%;44,7;;12;6;18;27,7;8,4;18,5;29,2
dez/21;PT3118;Patrol;Patrol 24M;0;0;0;0;0;0;0;0;744;0;0;744;744;0;744;;0,00%;0,00%;0;;0;1;1;0;0;0;0
dez/21;PT3119;Patrol;Patrol 24M;0;568,7;0;7,5;52,6;0;48,2;5,3;43,8;17,9;53,5;61,7;115,2;568,7;744;;84,50%;90,40%;76,4;;10;8;18;56,9;5,3;31,6;11,5
dez/21;PT3120;Patrol;Patrol 24M;0;452,4;0;7,4;34,3;0;110,4;56,5;71,5;11,4;166,9;83;249,8;452,4;744;;66,40%;91,60%;60,8;;14;6;20;32,3;11,9;22,6;17,8
dez/21;PT3121;Patrol;Patrol 24M;0;415;0;4,6;43,6;0;203,2;0;48,2;29,4;203,2;77,6;280,8;415;744;;62,30%;89,60%;55,8;;14;8;22;29,6;14,5;18,9;20,1
dez/21;PT3123;Patrol;Patrol 24M;0;415,9;0;0,1;205,7;26,1;34,3;0;51,3;10,6;34,3;61,9;96,2;442;744;;87,10%;68,20%;59,4;;8;5;13;55,2;4,3;34;12
dez/21;PT3124;Patrol;Patrol 24M;0;340,6;0;0;219,8;35,7;124;0;24;0;124;24;147,9;376,2;744;;80,10%;63,10%;50,6;;20;2;22;18,8;6,2;17,1;7,4
dez/21;PT3125;Patrol;Patrol 24M;0;519,3;0;0,5;40,3;0,4;123,2;0;43,2;17,2;123,2;60,4;183,6;519,7;744;;75,30%;92,70%;69,8;;25;5;30;20,8;4,9;17,3;7,3
dez/21;PT3126;Patrol;Patrol 24M;0;317,7;0,6;0;20,9;0;266,5;0;130;8,3;266,5;138,4;404,8;318,3;744;;45,60%;93,80%;42,8;;16;6;22;19,9;16,7;14,5;25,3
dez/21;PT3127;Patrol;Patrol 24M;5,7;519,4;0;0,2;27,3;0;105,6;0;71,7;14,1;105,6;85,8;191,4;525,1;744;;74,30%;95,00%;70,6;;16;7;23;32,8;6,6;22,8;12
dez/21;PT3128;Patrol;Patrol 24M;0;144,1;0;0,2;78,2;0;32,1;0;7,2;2,3;32,1;9,5;41,5;144,1;264;;84,30%;64,80%;54,6;;10;2;12;14,4;3,2;12;4,2
dez/21;TE2923;Trator (Esteira);Caterpillar D11R;7,8;480,9;0;2,5;132,6;1,1;38,4;0;80,8;0;38,4;80,8;119,2;489,7;744;;84,00%;78,40%;65,8;;9;2;11;54,4;4,3;44,5;13,2
dez/21;TE2925;Trator (Esteira);Caterpillar D11R;0;0;0;0;0;0;0;0;744;0;0;744;744;0;744;;0,00%;0,00%;0;;0;1;1;0;0;0;0
dez/21;TE2926;Trator (Esteira);Caterpillar D11R;3,9;367;0;0;34,6;0;36,5;0;302;0;36,5;302;338,5;370,9;744;;54,50%;91,50%;49,8;;4;2;6;92,7;9,1;61,8;84,6
dez/21;TE2927;Trator (Esteira);Caterpillar D11R;0;378;0;0;33,7;0;220,3;0;112,1;0;220,3;112,1;332,4;378;744;;55,30%;91,80%;50,8;;6;1;7;63;36,7;54;55,4
dez/21;TE2928;Trator (Esteira);Caterpillar D11R;0;532,7;0;0,8;29,1;0;54,4;59,3;67,8;0;113,7;67,8;181,5;532,7;744;;75,60%;94,70%;71,6;;11;2;13;48,4;10,3;41;16,5
dez/21;TE2930;Trator (Esteira);Caterpillar D11R;24,3;546,2;0;0,2;55,6;5,4;28,9;0;55,2;28,2;28,9;83,4;112,3;575,9;744;;84,90%;91,20%;77,4;;13;4;17;44,3;2,2;33,9;8,6
dez/21;TE2931;Trator (Esteira);Caterpillar D11R;0,8;436,8;0;0;32,3;0;58;0;216;0;58;216;274;437,6;744;;63,20%;93,10%;58,8;;11;2;13;39,8;5,3;33,7;24,9
dez/21;TE2932;Trator (Esteira);Caterpillar D11R;0;0;0;0;0;0;744;0;0;0;744;0;744;0;744;;0,00%;0,00%;0;;1;0;1;0;744;0;744
dez/21;TE2933;Trator (Esteira);Caterpillar D11R;0;471,5;0;0;42;1,1;229,4;0;0;0;229,4;0;229,4;472,6;744;;69,20%;91,80%;63,5;;10;0;10;47,3;22,9;47,3;22,9
dez/21;TE2935;Trator (Esteira);Caterpillar D11R;7,6;405,7;0;0;112,6;2,2;72,2;0;143,6;0;72,2;143,6;215,8;415,6;744;;71,00%;78,70%;55,9;;9;2;11;46,2;8;37,8;24
dez/21;TE2936;Trator (Esteira);Caterpillar D11R;0;0;0;0;0;0;0;0;744;0;0;744;744;0;744;;0,00%;0,00%;0;;0;1;1;0;0;0;0
dez/21;TE2937;Trator (Esteira);Caterpillar D11R;2;506,8;0;0,3;125,3;0;106,7;0;2,8;0;106,7;2,8;109,6;508,8;744;;85,30%;80,20%;68,4;;8;4;12;63,6;13,3;42,4;13,7
dez/21;TE2938;Trator (Esteira);Caterpillar D11R;6,2;483,9;0;0;41,6;11,3;87,4;0;113,6;0;87,4;113,6;201;501,4;744;;73,00%;92,30%;67,4;;5;2;7;100,3;17,5;71,6;40,2
dez/21;TE2939;Trator (Esteira);Caterpillar D11R;6;508,6;0;0;44;2,7;10,5;4,4;167,9;0;14,8;167,9;182,7;517,3;744;;75,40%;92,20%;69,5;;7;3;10;73,9;2,1;51,7;26,1
dez/21;TE2940;Trator (Esteira);Caterpillar D11R;0,4;541,2;0;0;37,3;0;122,4;0;42,8;0;122,4;42,8;165,1;541,6;744;;77,80%;93,60%;72,8;;10;2;12;54,2;12,2;45,1;16,5
dez/21;TE2941;Trator (Esteira);Caterpillar D11R;3,1;648,3;0;0;60,4;0;15,5;0;16,8;0;15,5;16,8;32,3;651,4;744;;95,70%;91,50%;87,5;;4;3;7;162,8;3,9;93,1;8,1
dez/21;TE2942;Trator (Esteira);Caterpillar D11R;6,4;541,5;0;0,9;34;5,3;3,2;0;152,8;0;3,2;152,8;155,9;553,1;744;;79,00%;94,10%;74,3;;3;4;7;184,4;1,1;79;52
dez/21;TE2943;Trator (Esteira);Caterpillar D11R;2,5;590,9;0;0,1;73,3;0,9;28,7;0;47,6;0;28,7;47,6;76,3;594,3;744;;89,70%;89,00%;79,9;;6;2;8;99,1;4,8;74,3;12,7
dez/21;TE2944;Trator (Esteira);Caterpillar D11R;18,3;484,2;0;0;57;0;151,3;8,2;25;0;159,5;25;184,5;502,6;744;;75,20%;89,80%;67,5;;14;4;18;35,9;11,4;27,9;13,2
dez/21;TE2945;Trator (Esteira);Caterpillar D11R;1,3;378,4;0;0;49,1;3,2;88,2;0;223,7;0;88,2;223,7;312;382,9;744;;58,10%;88,60%;51,5;;6;4;10;63,8;14,7;38,3;52
dez/21;TE2946;Trator (Esteira);Caterpillar D11R;4,6;502,9;0;0;133,4;0;102,4;0;0,6;0;102,4;0,6;103;507,6;744;;86,20%;79,20%;68,2;;14;1;15;36,3;7,3;33,8;7,4
dez/21;TE2947;Trator (Esteira);Caterpillar D11R;0;464,4;0;0;30,3;0,3;117,8;20,2;111;0;137,9;111;248,9;464,8;744;;66,50%;93,90%;62,5;;4;1;5;116,2;34,5;93;62,2
dez/21;TE2948;Trator (Esteira);Caterpillar D11R;0;421,7;0;0;207,7;0;25,1;0;89,6;0;25,1;89,6;114,7;421,7;744;;84,60%;67,00%;56,7;;7;2;9;60,2;3,6;46,9;16,4
dez/21;TE2949;Trator (Esteira);Caterpillar D11R;1,9;570,5;0;6,1;33,6;0;131,3;0;0,6;0;131,3;0,6;131,9;572,4;744;;82,30%;93,50%;76,9;;9;1;10;63,6;14,6;57,2;14,7
dez/21;TE2950;Trator (Esteira);Caterpillar D11R;6,1;470,1;0;0;38,8;1,5;18,4;0;30,1;179;18,4;209,1;227,5;477,8;744;;69,40%;92,50%;64,2;;6;6;12;79,6;3,1;39,8;37,9
dez/21;TE2951;Trator (Esteira);Caterpillar D11R;0;490,4;0;1,3;35,8;0;122,1;0;29,1;65,4;122,1;94,5;216,5;490,4;744;;70,90%;93,00%;65,9;;4;2;6;122,6;30,5;81,7;54,1
dez/21;TE2952;Trator (Esteira);Caterpillar D11R;8,9;585,8;0;0,9;65,1;0;7,6;0;52,6;23;7,6;75,5;83,2;594,8;744;;88,80%;90,00%;79,9;;4;5;9;148,7;1,9;66,1;20,8
dez/21;TE2953;Trator (Esteira);Caterpillar D11R;0;626;0;0;24,2;0;14,3;0;79,4;0;14,3;79,4;93,7;626;744;;87,40%;96,30%;84,1;;4;2;6;156,5;3,6;104,3;23,4
dez/21;TE2954;Trator (Esteira);Caterpillar D11R;11,3;627,5;0;2,1;53,1;0;16,5;0;0,6;32,9;16,5;33,6;50;638,8;744;;93,30%;92,00%;85,9;;3;2;5;212,9;5,5;127,8;16,7
dez/21;TE2955;Trator (Esteira);Caterpillar D11R;0;544,4;0;0;74,7;0;58;0;67;0;58;67;124,9;544,4;744;;83,20%;87,90%;73,2;;4;3;7;136,1;14,5;77,8;31,2
dez/21;TE2956;Trator (Esteira);Caterpillar D11R;1,5;557,3;0;0;88,5;3,5;20,1;0;35;38;20,1;73,1;93,2;562,3;744;;87,50%;86,40%;75,6;;5;4;9;112,5;4;62,5;18,6
dez/21;TE2957;Trator (Esteira);Caterpillar D11R;2,1;664,6;0;1,3;31,5;28;15,7;0;0,8;0;15,7;0,8;16,5;694,7;744;;97,80%;95,50%;93,4;;5;1;6;138,9;3,1;115,8;3,3
dez/21;TE2959;Trator (Esteira);Caterpillar D11R;0;81,8;0;0;22,5;0;12,9;2,8;0;0;15,7;0;15,7;81,8;120;;86,90%;78,40%;68,2;;2;0;2;40,9;7,8;40,9;7,8
dez/21;TE2960;Trator (Esteira);Caterpillar D11R;0;613,2;0;0;53;0;0,2;0;44,4;33,1;0,2;77,6;77,8;613,2;744;;89,50%;92,10%;82,4;;1;3;4;613,2;0,2;153,3;77,8
dez/21;TE2961;Trator (Esteira);Caterpillar D11R;21,1;170,3;0;0;203,4;0;348,4;0;0,9;0;348,4;0,9;349,3;191,3;744;;53,10%;48,50%;25,7;;4;2;6;47,8;87,1;31,9;87,3
dez/21;TE2964;Trator (Esteira);Caterpillar D11R;0;450,8;0;0;97,2;0;4;0;0;0;4;0;4;450,8;552;;99,30%;82,30%;81,7;;3;0;3;150,3;1,3;150,3;1,3
nov/21;PT3112;Patrol;Patrol 24M;0;463,5;0;0;26,3;0,2;187,8;0;30,9;11,2;187,8;42,2;230;463,7;720;;68,10%;94,60%;64,4;;28;8;36;16,6;6,7;12,9;8,2
nov/21;PT3114;Patrol;Patrol 24M;0;0;0;0;0;0;0;0;720;0;0;720;720;0;720;;0,00%;0,00%;0;;0;1;1;0;0;0;0
nov/21;PT3115;Patrol;Patrol 24M;2,4;541,5;0;0;20,4;0;102,3;0;53,3;0;102,3;53,3;155,6;543,9;720;;78,40%;96,40%;75,5;;14;4;18;38,9;7,3;30,2;11,1
nov/21;PT3116;Patrol;Patrol 24M;0;424,3;0;3,3;74,8;0,4;118;0;89,7;9,5;118;99,1;217,1;424,8;720;;69,80%;84,50%;59;;18;6;24;23,6;6,6;17,7;12,1
nov/21;PT3117;Patrol;Patrol 24M;0;409,7;0;4,5;125,5;0,1;121,3;0;55;3,8;121,3;58,8;180,1;409,9;720;;75,00%;75,90%;56,9;;26;4;30;15,8;4,7;13,7;6,9
nov/21;PT3118;Patrol;Patrol 24M;0;0;0;0;0;0;0;0;720;0;0;720;720;0;720;;0,00%;0,00%;0;;0;1;1;0;0;0;0
nov/21;PT3119;Patrol;Patrol 24M;0;473,9;0;10,1;83,7;0;122,7;0;21,5;8,1;122,7;29,5;152,2;473,9;720;;78,90%;83,50%;65,8;;19;2;21;24,9;6,5;22,6;8
nov/21;PT3120;Patrol;Patrol 24M;0;544,2;0;0,9;43,3;0,2;43,3;0;85,7;2,4;43,3;88,1;131,3;544,4;720;;81,80%;92,50%;75,6;;11;6;17;49,5;3,9;32;11,9
nov/21;PT3121;Patrol;Patrol 24M;0;511,7;0;2,2;77,9;0;54,5;0;52,5;21,2;54,5;73,8;128,2;511,7;720;;82,20%;86,50%;71,1;;11;10;21;46,5;5;24,4;11,7
nov/21;PT3123;Patrol;Patrol 24M;0;401,4;0;0,9;165,5;24,4;50,7;0;77,1;0;50,7;77,1;127,8;425,8;720;;82,30%;71,90%;59,1;;12;6;18;35,5;4,2;23,7;10,6
nov/21;PT3124;Patrol;Patrol 24M;0;268,8;0;2,7;191,9;16,5;202,8;0;36,3;1;202,8;37,3;240,1;285,3;720;;66,70%;59,50%;39,6;;7;4;11;40,8;29;25,9;34,3
nov/21;PT3125;Patrol;Patrol 24M;3,4;518,1;0;1;25,3;0;125,8;0;38,8;7,6;125,8;46,4;172,2;521,6;720;;76,10%;95,20%;72,4;;20;3;23;26,1;6,3;22,7;8,6
nov/21;PT3126;Patrol;Patrol 24M;7;507,8;0;1,6;27,7;0,5;96,9;0;59,1;19,3;96,9;78,5;175,4;515,3;720;;75,60%;94,60%;71,6;;18;5;23;28,6;5,4;22,4;9,7
nov/21;PT3127;Patrol;Patrol 24M;5;549,4;0;0,3;20;0;64,5;0;69,9;11;64,5;80,9;145,3;554,4;720;;79,80%;96,50%;77;;16;4;20;34,6;4;27,7;9,1
nov/21;TE2923;Trator (Esteira);Caterpillar D11R;6,6;459,5;0;0;42,7;0;84,2;0;1,7;125,3;84,2;127;211,2;466,1;720;;70,70%;91,60%;64,7;;12;2;14;38,8;7;33,3;17,6
nov/21;TE2924;Trator (Esteira);Caterpillar D11R;0;302,6;0;0;92,5;0;132,9;0;0;0;132,9;0;132,9;302,6;528;;74,80%;76,60%;57,3;;7;0;7;43,2;19;43,2;19
nov/21;TE2925;Trator (Esteira);Caterpillar D11R;0;0;0;0;0;0;0;0;720;0;0;720;720;0;720;;0,00%;0,00%;0;;0;1;1;0;0;0;0
nov/21;TE2926;Trator (Esteira);Caterpillar D11R;7,6;586,7;0;0,4;31,4;2,4;49,5;0;21,8;20,1;49,5;41,8;91,4;596,7;720;;87,30%;94,90%;82,9;;7;5;12;85,2;7,1;49,7;13,1
nov/21;TE2927;Trator (Esteira);Caterpillar D11R;0;527,3;0;5,1;115,5;0;3,3;0;2;66,8;3,3;68,8;72,1;527,3;720;;90,00%;81,40%;73,2;;3;3;6;175,8;1,1;87,9;24
nov/21;TE2928;Trator (Esteira);Caterpillar D11R;0;438,1;0;1,2;44,7;0;98,8;108,7;28,6;0;207,5;28,6;236;438,1;720;;67,20%;90,50%;60,9;;10;3;13;43,8;20,7;33,7;23,6
nov/21;TE2930;Trator (Esteira);Caterpillar D11R;2,2;573,7;0;0;17;0;48,6;0;18;60,4;48,6;78,4;127;576;720;;82,40%;97,10%;80;;9;4;13;64;5,4;44,3;14,1
nov/21;TE2931;Trator (Esteira);Caterpillar D11R;25,8;492,2;0;0;24,3;19,5;76;0;82,2;0;76;82,2;158,2;537,6;720;;78,00%;95,70%;74,7;;5;1;6;107,5;15,2;89,6;31,6
nov/21;TE2932;Trator (Esteira);Caterpillar D11R;0;0;0;0;0;0;720;0;0;0;720;0;720;0;720;;0,00%;0,00%;0;;1;0;1;0;720;0;720
nov/21;TE2933;Trator (Esteira);Caterpillar D11R;2,5;495,4;0;0;33,3;0;176;0;12,7;0;176;12,7;188,7;497,9;720;;73,80%;93,70%;69,2;;10;1;11;49,8;17,6;45,3;18,9
nov/21;TE2935;Trator (Esteira);Caterpillar D11R;0;357,2;0;0;27,7;0;335,2;0;0;0;335,2;0;335,2;357,2;720;;53,40%;92,80%;49,6;;11;0;11;32,5;30,5;32,5;30,5
nov/21;TE2936;Trator (Esteira);Caterpillar D11R;0;0;0;0;0;0;0;0;720;0;0;720;720;0;720;;0,00%;0,00%;0;;0;1;1;0;0;0;0
nov/21;TE2937;Trator (Esteira);Caterpillar D11R;0;300,5;0;0;34,6;0,6;97,7;0;286,7;0;97,7;286,7;384,3;301,1;720;;46,60%;89,70%;41,8;;12;1;13;25,1;8,1;23,2;32
nov/21;TE2938;Trator (Esteira);Caterpillar D11R;17,7;601,8;0;0;57,2;0;16,6;0;2,5;24,3;16,6;26,8;43,3;619,4;720;;94,00%;91,50%;86;;6;3;9;103,2;2,8;68,8;7,2
nov/21;TE2939;Trator (Esteira);Caterpillar D11R;0,4;654,8;0;0;38,7;0,9;24;0;1,2;0;24;1,2;25,2;656,1;720;;96,50%;94,40%;91,1;;9;1;10;72,9;2,7;65,6;2,8
nov/21;TE2940;Trator (Esteira);Caterpillar D11R;4,6;206,4;0;0;147,4;0;342;0;19,6;0;342;19,6;361,6;211;720;;49,80%;58,90%;29,3;;8;2;10;26,4;42,7;21,1;45,2
nov/21;TE2941;Trator (Esteira);Caterpillar D11R;0;497,4;0;1,3;24,9;0;20,6;0;175,7;0;20,6;175,7;196,4;497,4;720;;72,70%;95,00%;69,1;;6;2;8;82,9;3,4;62,2;32,7
nov/21;TE2942;Trator (Esteira);Caterpillar D11R;11;470,6;0;0;40,4;0;180,5;0;17,5;0;180,5;17,5;198;481,7;720;;72,50%;92,30%;66,9;;6;2;8;80,3;30,1;60,2;33
nov/21;TE2943;Trator (Esteira);Caterpillar D11R;0;272,7;0;0;46,6;0;266,9;0;117;16,7;266,9;133,7;400,6;272,7;720;;44,40%;85,40%;37,9;;2;3;5;136,4;133,4;54,5;200,3
nov/21;TE2944;Trator (Esteira);Caterpillar D11R;0;137;0;0;20,3;0,1;376,2;0;175,8;10,7;376,2;186,5;562,6;137,1;720;;21,90%;87,10%;19;;8;2;10;17,1;47;13,7;70,3
nov/21;TE2945;Trator (Esteira);Caterpillar D11R;0;658,6;0;0,3;41,9;7;12,2;0;0;0;12,2;0;12,2;665,6;720;;98,30%;94,00%;92,4;;5;0;5;133,1;2,4;133,1;2,4
nov/21;TE2946;Trator (Esteira);Caterpillar D11R;3,2;335,4;0;4,5;129,8;0;85,6;0;159,9;1,5;85,6;161,4;247;338,7;720;;65,70%;71,60%;47;;10;3;13;33,9;8,6;26,1;24,7
nov/21;TE2947;Trator (Esteira);Caterpillar D11R;0;516,1;0;0;41,3;0;59,6;0;103;0;59,6;103;162,6;516,1;720;;77,40%;92,60%;71,7;;10;2;12;51,6;6;43;16,3
nov/21;TE2948;Trator (Esteira);Caterpillar D11R;0;403;0;1,1;153,2;4,9;47,4;0;106,5;3,8;47,4;110,3;157,8;407,9;720;;78,10%;72,60%;56,7;;12;3;15;34;4;27,2;13,1
nov/21;TE2949;Trator (Esteira);Caterpillar D11R;0;310,6;0;0;49,3;0;90,1;0;270;0;90,1;270;360,1;310,6;720;;50,00%;86,30%;43,1;;10;3;13;31,1;9;23,9;36
nov/21;TE2950;Trator (Esteira);Caterpillar D11R;0;413,8;0;0;35;1,3;84,3;0;185,6;0;84,3;185,6;269,9;415,1;720;;62,50%;92,20%;57,6;;9;4;13;46,1;9,4;31,9;30
nov/21;TE2951;Trator (Esteira);Caterpillar D11R;3,3;540,3;0;0;22,2;9;29,3;0;115,9;0;29,3;115,9;145,2;552,6;720;;79,80%;96,10%;76,8;;2;3;5;276,3;14,6;110,5;72,6
nov/21;TE2952;Trator (Esteira);Caterpillar D11R;5,7;494,1;0;0,5;23,6;14,7;26,3;0;155,1;0;26,3;155,1;181,4;514,6;720;;74,80%;95,50%;71,5;;7;3;10;73,5;3,8;51,5;25,9
nov/21;TE2953;Trator (Esteira);Caterpillar D11R;0;644;0;0;29,3;0;8,5;0;38,3;0;8,5;38,3;46,8;644;720;;93,50%;95,70%;89,4;;1;3;4;644;8,5;161;46,8
nov/21;TE2954;Trator (Esteira);Caterpillar D11R;25,9;545,1;0;0;34,1;0;12,4;0;77,6;24,9;12,4;102,5;114,9;570,9;720;;84,00%;94,40%;79,3;;6;3;9;95,2;2,1;63,4;19,2
nov/21;TE2955;Trator (Esteira);Caterpillar D11R;0;658,1;0;0;14,7;0;13,5;0;33,7;0;13,5;33,7;47,2;658,1;720;;93,40%;97,80%;91,4;;6;4;10;109,7;2,3;65,8;7,9
nov/21;TE2956;Trator (Esteira);Caterpillar D11R;0;581;0;0;18,2;6,2;17,7;0;0,9;0;17,7;0,9;18,6;587,2;624;;97,00%;97,00%;94,1;;8;2;10;73,4;2,2;58,7;2,3
nov/21;TE2957;Trator (Esteira);Caterpillar D11R;0;563,1;0;0,2;78,1;12,3;8,2;0;58,2;0;8,2;58,2;66,4;575,4;720;;90,80%;88,00%;79,9;;2;2;4;287,7;4,1;143,8;33,2
nov/21;TE2960;Trator (Esteira);Caterpillar D11R;0;591,8;0;0;73,7;0;4;0;34,6;15,9;4;50,5;54,5;591,8;720;;92,40%;88,90%;82,2;;2;3;5;295,9;2;118,4;27,2
nov/21;TE2961;Trator (Esteira);Caterpillar D11R;0;213;0;0;91,8;0,1;1,1;0;0;0;1,1;0;1,1;213,1;306;;99,60%;69,90%;69,7;;2;0;2;106,6;0,6;106,6;0,6
out/21;PT3112;Patrol;Patrol 24M;0;464,1;0;0,3;40,5;0;163,3;0;70,3;5,5;163,3;75,8;239,1;464,1;744;;67,90%;91,90%;62,4;;21;5;26;22,1;7,8;17,8;11,4
out/21;PT3114;Patrol;Patrol 24M;0;35,6;0;0;4,2;0;0,8;0;703,5;0;0,8;703,5;704,3;35,6;744;;5,30%;89,50%;4,8;;2;1;3;17,8;0,4;11,9;352,1
out/21;PT3115;Patrol;Patrol 24M;3,5;396,9;0;0;31,4;0,2;211,5;0;100,5;0;211,5;100,5;312;400,6;744;;58,10%;92,70%;53,8;;23;4;27;17,4;9,2;14,8;13,6
out/21;PT3116;Patrol;Patrol 24M;0;492,6;0;0,8;78,6;0;129,2;0;36,8;5,9;129,2;42,7;172;492,6;744;;76,90%;86,10%;66,2;;18;3;21;27,4;7,2;23,5;9,6
out/21;PT3117;Patrol;Patrol 24M;0;136;0;0;118,6;303,2;68,9;0;117,2;0;68,9;117,2;186,2;439,2;744;;75,00%;78,70%;59;;20;4;24;22;3,4;18,3;9,3
out/21;PT3118;Patrol;Patrol 24M;0;0;0;0;0;0;0;0;744;0;0;744;744;0;744;;0,00%;0,00%;0;;0;1;1;0;0;0;0
out/21;PT3119;Patrol;Patrol 24M;0;536;0;1,5;78,5;0;75;0;53;0;75;53;128;536;744;;82,80%;87,00%;72;;10;3;13;53,6;7,5;41,2;12,8
out/21;PT3120;Patrol;Patrol 24M;0;513,9;0;0;74,9;0;98,7;0;51,8;4,7;98,7;56,5;155,1;513,9;744;;79,10%;87,30%;69,1;;18;5;23;28,6;5,5;22,3;8,6
out/21;PT3121;Patrol;Patrol 24M;0;207,3;0;1,4;33,6;0;149,7;0;351,9;0;149,7;351,9;501,7;207,3;744;;32,60%;85,60%;27,9;;5;1;6;41,5;29,9;34,6;100,3
out/21;PT3123;Patrol;Patrol 24M;0;436,7;0;0;175,6;15,6;35,6;6,3;65;9,1;41,9;74,1;116,1;452,3;744;;84,40%;72,00%;60,8;;15;6;21;30,2;2,8;21,5;7,7
out/21;PT3124;Patrol;Patrol 24M;0;75,7;0;0;213,9;261,4;137,9;0;52,5;2,6;137,9;55,1;193;337,1;744;;74,10%;61,20%;45,3;;23;2;25;14,7;6;13,5;8,4
out/21;PT3125;Patrol;Patrol 24M;0;209,6;0;0;21;0;507,6;0;1,1;4,7;507,6;5,8;513,4;209,6;744;;31,00%;90,90%;28,2;;13;2;15;16,1;39;14;39,5
out/21;PT3126;Patrol;Patrol 24M;5,7;506,2;0,3;0;41,3;0,2;85,2;0;67,5;37,6;85,2;105,1;190,3;512,4;744;;74,40%;92,50%;68,9;;25;8;33;20,5;3,4;15,5;7,6
out/21;PT3127;Patrol;Patrol 24M;19,4;555,7;0;1,2;33,6;0;78,2;0;37,9;18,1;78,2;56;134,2;575,1;744;;82,00%;94,30%;77,3;;22;6;28;26,1;3,6;20,5;6,1
out/21;TE2922;Trator (Esteira);Caterpillar D11R;0;381;0;0;44,3;0;78,7;0;0;0;78,7;0;78,7;381;504;;84,40%;89,60%;75,6;;9;0;9;42,3;8,7;42,3;8,7
out/21;TE2923;Trator (Esteira);Caterpillar D11R;0,9;538,6;0;0,4;41,8;11,3;5,6;0;3,4;141,9;5,6;145,3;150,9;550,8;744;;79,70%;92,90%;74;;3;4;7;183,6;1,9;78,7;50,3
out/21;TE2924;Trator (Esteira);Caterpillar D11R;7,3;272,2;0;0;79,6;333,9;10,1;0;40,9;0;10,1;40,9;51;613,4;744;;93,10%;88,50%;82,4;;7;2;9;87,6;1,4;68,2;7,3
out/21;TE2925;Trator (Esteira);Caterpillar D11R;0,1;443;0;0;158,1;0;14,8;0;95,8;32,2;14,8;128;142,8;443,1;744;;80,80%;73,70%;59,6;;6;3;9;73,9;2,5;49,2;23,8
out/21;TE2926;Trator (Esteira);Caterpillar D11R;0;326,2;0;0,6;22;0,2;113;0;282;0;113;282;395;326,5;744;;46,90%;93,50%;43,9;;8;1;9;40,8;14,1;36,3;49,4
out/21;TE2927;Trator (Esteira);Caterpillar D11R;2,9;317,4;0;0;332,8;0;10,8;0;80,1;0;10,8;80,1;90,9;320,3;744;;87,80%;49,00%;43;;3;2;5;106,8;3,6;64,1;30,3
